Markables;Sender;Addressee;other Ps;Turn transcription;FS text;Task;autoFeedback;alloFeedback;turnManagement;timeManagement;ownCommunicationManagement;partnerCommunicationManagement;discourseStructuring;socialObligationsManagement;Comments;
sw00-0004-fs101;A;B;;Yeah. /;Yeah;da106: agreement (Fu: da105);;;;;;;;;;
sw00-0004-fs102;B;A;; I think somehow you have to separate the revenues from, -/;I think somehow you have to separate the revenues from;da107: inform;;;;;;;;;;
sw00-0004-fs103;A;B;;{D Well, } {D you know, } {F uh, } talking about the lawyers, {D you know } what might very well [ do, + {F uh, } cause ] [ a, + {F uh, } a ] drop in the number of lawyers and things like that, is to set the fees for cases.  /;Well;;;;da108: turnGrab;;;;;;;
sw00-0004-fs104;A;B;;;you know uh;;;;;da109: stalling;;;;;;
sw00-0004-fs105;A;B;;;talking about the lawyers what might very well cause a drop in the number of lawyers and things like that is to set the fees for cases;da110: inform;;;;;;;;;;
sw00-0004-fs106;A;B;;;you know;;;;;da111: stalling;;;;;;
sw00-0004-fs107;A;B;;;do uh cause;;;;;;da112: selfCorrection;;;;;
sw00-0004-fs108;A;B;;;a uh a;;;;;da113: stalling;;;;;;
sw00-0004-fs109;A;B;;It's kind of like [ do it, + do it ] in the similar vein [ similar, + like, ] {F uh, } VCR or television repair.  /;It's kind of like do it in the similar vein like VCR or television repair;da114: inform;;;;;;;;;;
sw00-0004-fs110;A;B;;;do it do it;;;;;da115: stalling;;;;;;
sw00-0004-fs111;A;B;;;similar like;;;;;;da116: selfCorrection;;;;;
sw00-0004-fs112;A;B;;;uh;;;;;da117: stalling;;;;;;
sw00-0004-fs113;A;B;;If you take your TV in, a lot of these TV repair places will say, {D well, } I'll repair your TV for a hundred dollars,  /;If you take your TV in a lot of these TV repair places will say  well  I'll repair your TV for a hundred dollars;da118: inform {Elab:Specific da114};;;;;;;;;;
sw00-0004-fs114;A;B;;{C and } if he gets in there and starts rooting around and finds something in there that's really tremendously wrong with it, then he eats it.  /;and if he gets in there and starts rooting around and finds something in there that's really tremendously wrong with it then he eats it;da119: inform {Elab:Specific da114};;;;;;;;;;
sw00-0004-fs115;A;B;;[ He, + he ] repairs it, gives it back to you, and takes your hundred dollars.  /;He he;;;;;da120: stalling;;;;;;
sw00-0004-fs116;A;B;;;he repairs it gives it back to you and takes your hundred dollars;da121: inform {Elab:Specific da114};;;;;;;;;;
sw00-0004-fs117;A;B;;{D Now, } if he comes in and says, {D you know, } I'll repair [ your, + your ] VCR, or somebody else's VCR, for a hundred dollars, gets in there, - /;Now;;;;da122: turnKeep;;;;;;;
sw00-0004-fs118;A;B;;;if he comes in and says  I'll repair your VCR or somebody else's VCR for a hundred dollars gets in there;da123: inform {Elab:Specific da114};;;;;;;;;;
sw00-0004-fs119;A;B;;;your your;;;;;da124: stalling;;;;;;
sw00-0004-fs120;A;B;;maybe it's a blown fuse,  /;maybe it's a blown fuse;da125: inform {Elab:Specific da114};;;;;;;;;;
sw00-0004-fs121;A;B;;takes him two minutes,  /;takes him two minutes;da126: inform {Elab:Specific da114};;;;;;;;;;
sw00-0004-fs122;A;B;;he fixes it,  /;he fixes it;da127: inform {Elab:Specific da114};;;;;;;;;;
sw00-0004-fs123;A;B;;he still charges you that hundred dollars.  /;he still charges you that hundred dollars;da128: inform {Elab:Specific da114};;;;;;;;;;
sw00-0004-fs124;A;B;;{C So, } maybe if we did that with the lawyers, so that, {D you know, } whether it's a murder case or [ [ a, + {D you know, } a civil, ] + {F uh, } somebody suing somebody else, ] you get X dollars for that case  /;So;;;;da129: turnKeep;;;;;;;
sw00-0004-fs125;A;B;;;maybe if we did that with the lawyers so that whether it's a murder case or somebody suing somebody else you get X dollars for that case;da130: inform;;;;;;;;;;
sw00-0004-fs126;A;B;;;you know;;;;;da131: stalling;;;;;;
sw00-0004-fs127;A;B;;;a  a civil somebody suing somebody else;;;;;;da132: selfCorrection;;;;;
sw00-0004-fs128;A;B;;;you know;;;;;da133: stalling;;;;;;
sw00-0004-fs129;A;B;;;uh;;;;;da134: stalling;;;;;;
sw00-0004-fs130;A;B;;{C and } that's it. /;and;;;;da135: turnKeep;;;;;;;
sw00-0004-fs131;A;B;;;that's it.;da136: inform;;;;;;;;;;
sw00-0004-fs132;B;A;;{D Now, };Now;;;;da137: turnGrab;;;;;;;
sw00-0004-fs133;A;B;;None of this, -/;None of this;da138: inform;;;;;;;;;;
sw00-0004-fs134;B;A;;I firmly believe in that  /;I firmly believe in that  ;da139: agreement (Fu: da130);;;;;;;;;;
sw00-0004-fs135;B;A;;{C because } when you get the most heinous of crimes, have you ever noticed you always get the most renowned defense attorney? /;because when you get the most heinous of crimes have you ever noticed you always get the most renowned defense attorney;da140: propositionalQuestion {Cause:Reason da139};;;;;;;;;;
sw00-0004-fs136;A;B;;{F Oh, } yeah. /;Oh;;;;;da141: stalling;;;;;;
sw00-0004-fs137;A;B;;;yeah;da142: answer (Fu: da140);;;;;;;;;;
sw00-0004-fs138;B;A;;{C And } here's this bum that didn't have a job -- /;And here's this bum that didn't have a job;da143: inform;;;;;;;;;;
sw00-0004-fs139;B;A;;Yeah. /;Yeah;;da144: autoPositive (Fe: da143);;;;;;;;;
sw00-0004-fs140;B;A;; -- {C and } he's got a attorney that you and I could never afford. /;and he's got a attorney that you and I could never afford;da145: inform;;;;;;;;;;
sw00-0004-fs141;A;B;;That's true. /;That's true;da146: agreement (Fu: da145);;;;;;;;;;
sw00-0004-fs142;B;A;;Who's --;Who's paying for that;da147: setQuestion;;;;;;;;;;
sw00-0004-fs143;A;B;;Yeah. /;Yeah;da148: agreement (Fu: da145);;;;;;;;;;
sw00-0004-fs144;A;B;;{F Um, } [ [ y-, + {D well, } you, ] + {D you know, } <laughter> you're ] talking to part of them that's paying for that <laughter>. /;Um;;;;da149: turnTake;;;;;;;
sw00-0004-fs145;A;B;;;y well you you know <laughter> ;;;;;da150: stalling;;;;;;
sw00-0004-fs146;A;B;;;you're talking to part of them that's paying for that <laughter>;da151: answer (Fu: da147);;;;;;;;;;
sw00-0004-fs147;B;A;;<Laughter> Yeah,  /;<Laughter>;;da152: autoPositive (Fe: da151);;;;;;;;;
sw00-0004-fs148;B;A;;;Yeah;da153: agreement (Fe: da151);;;;;;;;;;
sw00-0004-fs149;B;A;;{C and } you're talking to the other half that's paying for it <laughter> /;and you're talking to the other half that's paying for it <laughter> ;da154: inform;;;;;;;;;;
sw00-0004-fs150;A;B;;<Laughter> That's right.  /;<Laughter>;;da155: autoPositive (Fe: da154);;;;;;;;;
sw00-0004-fs151;A;B;;;That's right;da156: agreement (Fe: da154);;;;;;;;;;
sw00-0004-fs152;A;B;;{D You know } [ [ [ that's, + it, ] + it's, ] + it's ] amazing  /;You know;;;;;da157: stalling;;;;;;
sw00-0004-fs153;A;B;;;that's it it's;;;;;;da158: selfCorrection;;;;;
sw00-0004-fs154;A;B;;;its's it's;;;;;da159: stalling;;;;;;
sw00-0004-fs155;A;B;;;it's amazing;da160: inform;;;;;;;;;;
sw00-0004-fs156;A;B;;[ {C and, } + {C and } ] when you stop and look at it, {E I mean, } the judges, [ th-, + they're ] all former lawyers. /;and;;;;da161: turnKeep;;;;;;;
sw00-0004-fs157;A;B;;;and and;;;;;da162: stalling;;;;;;
sw00-0004-fs158;A;B;;;when you stop and look at it the judges they're all former lawyers;da163: inform;;;;;;;;;;
sw00-0004-fs159;A;B;;;I mean;;;;;da164: stalling;;;;;;
sw00-0004-fs160;A;B;;;th they're;;;;;da165: stalling;;;;;;
sw00-0004-fs161;B;A;;Yeah,  /;Yeah;da166: agreement (Fu: da163);;;;;;;;;;
sw00-0004-fs162;B;A;;{D well, } that's another problem.  /;Well;;;;da167: turnKeep;da168: stalling;;;;;;
sw00-0004-fs163;B;A;;;that's another problem;da169: inform;;;;;;;;;;
sw00-0004-fs164;B;A;;I think to really correct the judicial system, you have to get the lawyers out of it <laughter>. /;I think to really correct the judicial system you have to get the lawyers out of it <laughter>;da170: inform;;;;;;;;;;
sw00-0004-fs165;A;B;;<Laughter>. /;<Laughter>;;da171: autoPositive (Fe: da170);;;;;;;;;
sw00-0004-fs166;B;A;;{E I mean, } [ they're, + they're ] totally and morally bankrupt without any ethics whatsoever,  /;I mean they're they're;;;;;da172: stalling;;;;;;
sw00-0004-fs167;B;A;;;they're totally and morally bankrupt without any ethics whatsoever;da173: inform;;;;;;;;;;
sw00-0004-fs168;B;A;;{C and } with that type person running it, {E I mean, } [ you, + you ] could expect that you, -/;and;;;;da174: turnKeep;;;;;;;
sw00-0004-fs169;B;A;;;with that type person running it you could expect that you;da175: inform;;;;;;;;;;
sw00-0004-fs170;B;A;;;I mean you you;;;;;da176: stalling;;;;;;
